Player ID,Player Name,Height,Weight,Birthday,Age,School,Team ID,Team Name,City,Birth Month
1629008,Michael Porter Jr.,6-10,218,"JUN 29, 1998",24.0,Missouri,1610612743,Denver Nuggets,Denver,JUN
1630538,Bones Hyland,6-2,169,"SEP 14, 2000",21.0,Virginia Commonwealth,1610612743,Denver Nuggets,Denver,SEP
202326,DeMarcus Cousins,6-10,270,"AUG 13, 1990",31.0,Kentucky,1610612743,Denver Nuggets,Denver,AUG
203115,Will Barton,6-5,181,"JAN 06, 1991",31.0,Memphis,1610612743,Denver Nuggets,Denver,JAN
1627854,Bryn Forbes,6-2,205,"JUL 23, 1993",28.0,Michigan State,1610612743,Denver Nuggets,Denver,JUL
1630267,Facundo Campazzo,5-10,195,"MAR 23, 1991",31.0,Murcia,1610612743,Denver Nuggets,Denver,MAR
1628432,Davon Reed,6-5,206,"JUN 11, 1995",27.0,Miami,1610612743,Denver Nuggets,Denver,JUN
1628420,Monte Morris,6-2,183,"JUN 27, 1995",27.0,Iowa State,1610612743,Denver Nuggets,Denver,JUN
203999,Nikola Jokic,6-11,284,"FEB 19, 1995",27.0,Mega Basket,1610612743,Denver Nuggets,Denver,FEB
1630192,Zeke Nnaji,6-9,240,"JAN 09, 2001",21.0,Arizona,1610612743,Denver Nuggets,Denver,JAN
203085,Austin Rivers,6-4,200,"AUG 01, 1992",29.0,Duke,1610612743,Denver Nuggets,Denver,AUG
1627750,Jamal Murray,6-3,215,"FEB 23, 1997",25.0,Kentucky,1610612743,Denver Nuggets,Denver,FEB
1628427,Vlatko Cancar,6-8,236,"APR 10, 1997",25.0,San Pablo Burgos,1610612743,Denver Nuggets,Denver,APR
201145,Jeff Green,6-8,235,"AUG 28, 1986",35.0,Georgetown,1610612743,Denver Nuggets,Denver,AUG
203932,Aaron Gordon,6-8,235,"SEP 16, 1995",26.0,Arizona,1610612743,Denver Nuggets,Denver,SEP
1630228,Jonathan Kuminga,6-7,225,"OCT 06, 2002",19.0,NBA G League Ignite,1610612744,Golden State Warriors,Golden State,OCT
1627780,Gary Payton II,6-3,195,"DEC 01, 1992",29.0,Oregon State,1610612744,Golden State Warriors,Golden State,DEC
1627814,Damion Lee,6-5,210,"OCT 21, 1992",29.0,Drexel,1610612744,Golden State Warriors,Golden State,OCT
1629185,Chris Chiozza,5-11,175,"NOV 21, 1995",26.0,Florida,1610612744,Golden State Warriors,Golden State,NOV
1629673,Jordan Poole,6-4,194,"JUN 19, 1999",23.0,Michigan,1610612744,Golden State Warriors,Golden State,JUN
1630541,Moses Moody,6-5,211,"MAY 31, 2002",20.0,Arkansas,1610612744,Golden State Warriors,Golden State,MAY
1626172,Kevon Looney,6-9,222,"FEB 06, 1996",26.0,UCLA,1610612744,Golden State Warriors,Golden State,FEB
202357,Nemanja Bjelica,6-9,234,"MAY 09, 1988",34.0,Fenerbahce,1610612744,Golden State Warriors,Golden State,MAY
2738,Andre Iguodala,6-6,215,"JAN 28, 1984",38.0,Arizona,1610612744,Golden State Warriors,Golden State,JAN
202691,Klay Thompson,6-6,220,"FEB 08, 1990",32.0,Washington State,1610612744,Golden State Warriors,Golden State,FEB
1629683,Quinndary Weatherspoon,6-3,205,"SEP 10, 1996",25.0,Mississippi State,1610612744,Golden State Warriors,Golden State,SEP
203952,Andrew Wiggins,6-7,197,"FEB 23, 1995",27.0,Kansas,1610612744,Golden State Warriors,Golden State,FEB
203110,Draymond Green,6-6,230,"MAR 04, 1990",32.0,Michigan State,1610612744,Golden State Warriors,Golden State,MAR
201939,Stephen Curry,6-2,185,"MAR 14, 1988",34.0,Davidson,1610612744,Golden State Warriors,Golden State,MAR
203490,Otto Porter Jr.,6-8,198,"JUN 03, 1993",29.0,Georgetown,1610612744,Golden State Warriors,Golden State,JUN
1630164,James Wiseman,7-0,240,"MAR 31, 2001",21.0,Memphis,1610612744,Golden State Warriors,Golden State,MAR
1629308,Juan Toscano-Anderson,6-6,209,"APR 10, 1993",29.0,Marquette,1610612744,Golden State Warriors,Golden State,APR
1630224,Jalen Green,6-4,186,"FEB 09, 2002",20.0,NBA G League Ignite,1610612745,Houston Rockets,Houston,FEB
202322,John Wall,6-3,210,"SEP 06, 1990",31.0,Kentucky,1610612745,Houston Rockets,Houston,SEP
1628021,David Nwaba,6-5,219,"JAN 14, 1993",29.0,Cal Poly-Obispo,1610612745,Houston Rockets,Houston,JAN
1629645,Kevin Porter Jr.,6-4,203,"MAY 04, 2000",22.0,Southern California,1610612745,Houston Rockets,Houston,MAY
1630231,Kenyon Martin Jr.,6-5,215,"JAN 06, 2001",21.0,IMG Academy (FL),1610612745,Houston Rockets,Houston,JAN
1630256,Jae'Sean Tate,6-4,230,"OCT 28, 1995",26.0,Ohio State,1610612745,Houston Rockets,Houston,OCT
1630528,Josh Christopher,6-3,215,"DEC 08, 2001",20.0,Arizona State,1610612745,Houston Rockets,Houston,DEC
201569,Eric Gordon,6-3,215,"DEC 25, 1988",33.0,Indiana,1610612745,Houston Rockets,Houston,DEC
1630227,Daishen Nix,6-4,226,"FEB 13, 2002",20.0,NBA G League Ignite,1610612745,Houston Rockets,Houston,FEB
1630586,Usman Garuba,6-8,229,"MAR 09, 2002",20.0,Real Madrid,1610612745,Houston Rockets,Houston,MAR
203471,Dennis Schroder,6-1,172,"SEP 15, 1993",28.0,Braunschweig,1610612745,Houston Rockets,Houston,SEP
1628981,Bruno Fernando,6-9,240,"AUG 15, 1998",23.0,Maryland,1610612745,Houston Rockets,Houston,AUG
1630243,Trevelin Queen,6-6,190,"FEB 25, 1997",25.0,New Mexico State,1610612745,Houston Rockets,Houston,FEB
1629726,Garrison Mathews,6-5,215,"OCT 24, 1996",25.0,Lipscomb,1610612745,Houston Rockets,Houston,OCT
1630578,Alperen Sengun,6-10,243,"JUL 25, 2002",19.0,Besiktas,1610612745,Houston Rockets,Houston,JUL
1630237,Anthony Lamb,6-6,227,"JAN 20, 1998",24.0,Vermont,1610612745,Houston Rockets,Houston,JAN
1626174,Christian Wood,6-9,214,"SEP 27, 1995",26.0,UNLV,1610612745,Houston Rockets,Houston,SEP
1630206,Jay Scrubb,6-5,220,"SEP 01, 2000",21.0,John A. Logan,1610612746,Los Angeles Clippers,Los Angeles,SEP
202704,Reggie Jackson,6-2,208,"APR 16, 1990",32.0,Boston College,1610612746,Los Angeles Clippers,Los Angeles,APR
202695,Kawhi Leonard,6-7,225,"JUN 29, 1991",31.0,San Diego State,1610612746,Los Angeles Clippers,Los Angeles,JUN
1630527,Brandon Boston Jr.,6-6,188,"NOV 28, 2001",20.0,Kentucky,1610612746,Los Angeles Clippers,Los Angeles,NOV
1628379,Luke Kennard,6-5,206,"JUN 24, 1996",26.0,Duke,1610612746,Los Angeles Clippers,Los Angeles,JUN
1629599,Amir Coffey,6-7,210,"JUN 17, 1997",25.0,Minnesota,1610612746,Los Angeles Clippers,Los Angeles,JUN
202694,Marcus Morris Sr.,6-8,218,"SEP 02, 1989",32.0,Kansas,1610612746,Los Angeles Clippers,Los Angeles,SEP
202331,Paul George,6-8,220,"MAY 02, 1990",32.0,Fresno State,1610612746,Los Angeles Clippers,Los Angeles,MAY
1629611,Terance Mann,6-5,215,"OCT 18, 1996",25.0,Florida State,1610612746,Los Angeles Clippers,Los Angeles,OCT
1629875,Xavier Moon,6-2,165,"JAN 02, 1995",27.0,Morehead State,1610612746,Los Angeles Clippers,Los Angeles,JAN
1630554,Jason Preston,6-3,181,"AUG 10, 1999",22.0,Ohio,1610612746,Los Angeles Clippers,Los Angeles,AUG
203918,Rodney Hood,6-8,208,"OCT 20, 1992",29.0,Duke,1610612746,Los Angeles Clippers,Los Angeles,OCT
203496,Robert Covington,6-7,209,"DEC 14, 1990",31.0,Tennessee State,1610612746,Los Angeles Clippers,Los Angeles,DEC
1626181,Norman Powell,6-3,215,"MAY 25, 1993",29.0,UCLA,1610612746,Los Angeles Clippers,Los Angeles,MAY
201587,Nicolas Batum,6-8,230,"DEC 14, 1988",33.0,Le Mans,1610612746,Los Angeles Clippers,Los Angeles,DEC
1627826,Ivica Zubac,7-0,240,"MAR 18, 1997",25.0,Mega Basket,1610612746,Los Angeles Clippers,Los Angeles,MAR
1628392,Isaiah Hartenstein,7-0,250,"MAY 05, 1998",24.0,Zalgiris,1610612746,Los Angeles Clippers,Los Angeles,MAY
201566,Russell Westbrook,6-3,200,"NOV 12, 1988",33.0,UCLA,1610612747,Los Angeles Lakers,Los Angeles,NOV
201961,Wayne Ellington,6-4,207,"NOV 29, 1987",34.0,North Carolina,1610612747,Los Angeles Lakers,Los Angeles,NOV
203076,Anthony Davis,6-10,253,"MAR 11, 1993",29.0,Kentucky,1610612747,Los Angeles Lakers,Los Angeles,MAR
201571,D.J. Augustin,5-11,183,"NOV 10, 1987",34.0,Texas-Austin,1610612747,Los Angeles Lakers,Los Angeles,NOV
1629659,Talen Horton-Tucker,6-4,234,"NOV 25, 2000",21.0,Iowa State,1610612747,Los Angeles Lakers,Los Angeles,NOV
2544,LeBron James,6-9,250,"DEC 30, 1984",37.0,St. Vincent-St. Mary HS (OH),1610612747,Los Angeles Lakers,Los Angeles,DEC
2546,Carmelo Anthony,6-7,238,"MAY 29, 1984",38.0,Syracuse,1610612747,Los Angeles Lakers,Los Angeles,MAY
203145,Kent Bazemore,6-4,195,"JUL 01, 1989",32.0,Old Dominion,1610612747,Los Angeles Lakers,Los Angeles,JUL
1628370,Malik Monk,6-3,200,"FEB 04, 1998",24.0,Kentucky,1610612747,Los Angeles Lakers,Los Angeles,FEB
1629134,Kendrick Nunn,6-2,190,"AUG 03, 1995",26.0,Oakland,1610612747,Los Angeles Lakers,Los Angeles,AUG
1626169,Stanley Johnson,6-6,242,"MAY 29, 1996",26.0,Arizona,1610612747,Los Angeles Lakers,Los Angeles,MAY
1630559,Austin Reaves,6-5,197,"MAY 29, 1998",24.0,Oklahoma,1610612747,Los Angeles Lakers,Los Angeles,MAY
202340,Avery Bradley,6-3,180,"NOV 26, 1990",31.0,Texas-Austin,1610612747,Los Angeles Lakers,Los Angeles,NOV
1629117,Wenyen Gabriel,6-9,205,"MAR 26, 1997",25.0,Kentucky,1610612747,Los Angeles Lakers,Los Angeles,MAR
1630644,Mac McClung,6-2,185,"JAN 06, 1999",23.0,Texas Tech,1610612747,Los Angeles Lakers,Los Angeles,JAN
2730,Dwight Howard,6-10,265,"DEC 08, 1985",36.0,SW Atlanta Christian Academy (GA),1610612747,Los Angeles Lakers,Los Angeles,DEC
1630222,Mason Jones,6-4,200,"JUL 21, 1998",23.0,Arkansas,1610612747,Los Angeles Lakers,Los Angeles,JUL
1629216,Gabe Vincent,6-3,200,"JUN 14, 1996",26.0,California-Santa Barbara,1610612748,Miami Heat,Miami,JUN
203506,Victor Oladipo,6-4,213,"MAY 04, 1992",30.0,Indiana,1610612748,Miami Heat,Miami,MAY
200768,Kyle Lowry,6-0,196,"MAR 25, 1986",36.0,Villanova,1610612748,Miami Heat,Miami,MAR
202693,Markieff Morris,6-9,245,"SEP 02, 1989",32.0,Kansas,1610612748,Miami Heat,Miami,SEP
1628539,Mychal Mulder,6-3,195,"JUN 12, 1994",28.0,Kentucky,1610612748,Miami Heat,Miami,JUN
1628389,Bam Adebayo,6-9,255,"JUL 18, 1997",24.0,Kentucky,1610612748,Miami Heat,Miami,JUL
1629639,Tyler Herro,6-5,195,"JAN 20, 2000",22.0,Kentucky,1610612748,Miami Heat,Miami,JAN
1630606,Javonte Smart,6-4,205,"JUN 03, 1999",23.0,Louisiana State,1610612748,Miami Heat,Miami,JUN
1628997,Caleb Martin,6-5,205,"SEP 28, 1995",26.0,Nevada,1610612748,Miami Heat,Miami,SEP
200782,P.J. Tucker,6-5,245,"MAY 05, 1985",37.0,Texas,1610612748,Miami Heat,Miami,MAY
203473,Dewayne Dedmon,7-0,245,"AUG 12, 1989",32.0,Southern California,1610612748,Miami Heat,Miami,AUG
202710,Jimmy Butler,6-7,230,"SEP 14, 1989",32.0,Marquette,1610612748,Miami Heat,Miami,SEP
1629312,Haywood Highsmith,6-4,220,"DEC 09, 1996",25.0,Wheeling Jesuit,1610612748,Miami Heat,Miami,DEC
1629622,Max Strus,6-5,215,"MAR 28, 1996",26.0,DePaul,1610612748,Miami Heat,Miami,MAR
2617,Udonis Haslem,6-8,235,"JUN 09, 1980",42.0,Florida,1610612748,Miami Heat,Miami,JUN
1629130,Duncan Robinson,6-7,215,"APR 22, 1994",28.0,Michigan,1610612748,Miami Heat,Miami,APR
1630209,Omer Yurtseven,6-11,275,"JUN 19, 1998",24.0,Georgetown,1610612748,Miami Heat,Miami,JUN
201588,George Hill,6-4,188,"MAY 04, 1986",36.0,Indiana-Purdue Indianapolis,1610612749,Milwaukee Bucks,Milwaukee,MAY
1628975,Jevon Carter,6-1,200,"SEP 14, 1995",26.0,West Virginia,1610612749,Milwaukee Bucks,Milwaukee,SEP
1630492,Luca Vildoza,6-3,190,"AUG 11, 1995",26.0,                                   ,1610612749,Milwaukee Bucks,Milwaukee,AUG
1628960,Grayson Allen,6-4,198,"OCT 08, 1995",26.0,Duke,1610612749,Milwaukee Bucks,Milwaukee,OCT
1626171,Bobby Portis,6-10,250,"FEB 10, 1995",27.0,Arkansas,1610612749,Milwaukee Bucks,Milwaukee,FEB
201572,Brook Lopez,7-0,282,"APR 01, 1988",34.0,Stanford,1610612749,Milwaukee Bucks,Milwaukee,APR
1629670,Jordan Nwora,6-8,225,"SEP 09, 1998",23.0,Louisville,1610612749,Milwaukee Bucks,Milwaukee,SEP
201950,Jrue Holiday,6-3,205,"JUN 12, 1990",32.0,UCLA,1610612749,Milwaukee Bucks,Milwaukee,JUN
203114,Khris Middleton,6-7,222,"AUG 12, 1991",30.0,Texas A&M,1610612749,Milwaukee Bucks,Milwaukee,AUG
202083,Wesley Matthews,6-4,220,"OCT 14, 1986",35.0,Marquette,1610612749,Milwaukee Bucks,Milwaukee,OCT
1626192,Pat Connaughton,6-5,209,"JAN 06, 1993",29.0,Notre Dame,1610612749,Milwaukee Bucks,Milwaukee,JAN
201586,Serge Ibaka,6-10,235,"SEP 18, 1989",32.0,Ricoh Manresa,1610612749,Milwaukee Bucks,Milwaukee,SEP
1629623,Lindell Wigginton,6-1,189,"MAR 28, 1998",24.0,Iowa State,1610612749,Milwaukee Bucks,Milwaukee,MAR
203507,Giannis Antetokounmpo,6-11,242,"DEC 06, 1994",27.0,Filathlitikos,1610612749,Milwaukee Bucks,Milwaukee,DEC
